"field" "id" "type" "subtype" "period" "route"
"824" "SMC-SC6" 324108 "B" "B1" 4.18086 "./data/SMC-SC6-324108.dat.gz"
"825" "SMC-SC6" 259383 "B" "B2" 1.75821 "./data/SMC-SC6-259383.dat.gz"
"826" "SMC-SC6" 306637 "B" "B2" 1.20856 "./data/SMC-SC6-306637.dat.gz"
"827" "SMC-SC6" 311261 "B" "B2" 1.45923 "./data/SMC-SC6-311261.dat.gz"
"828" "SMC-SC6" 259372 "B" "B2" 1.42713 "./data/SMC-SC6-259372.dat.gz"
"829" "SMC-SC6" 276934 "B" "B1" 3.05176 "./data/SMC-SC6-276934.dat.gz"
"830" "SMC-SC6" 263571 "B" "B2" 1.60846 "./data/SMC-SC6-263571.dat.gz"
"831" "SMC-SC7" 4030 "B" "B2" 1.60845 "./data/SMC-SC7-4030.dat.gz"
"832" "SMC-SC6" 267872 "C" "C1" 6.18294 "./data/SMC-SC6-267872.dat.gz"
"833" "SMC-SC7" 3976 "C" "C1" 6.18294 "./data/SMC-SC7-3976.dat.gz"
"834" "SMC-SC6" 267952 "B" "B2" 1.57075 "./data/SMC-SC6-267952.dat.gz"
"835" "SMC-SC7" 4041 "B" "B2" 1.57076 "./data/SMC-SC7-4041.dat.gz"
"836" "SMC-SC6" 306658 "B" "B2" 1.54471 "./data/SMC-SC6-306658.dat.gz"
"837" "SMC-SC7" 47182 "B" "B2" 1.54472 "./data/SMC-SC7-47182.dat.gz"
"838" "SMC-SC6" 267903 "B" "B1" 3.74124 "./data/SMC-SC6-267903.dat.gz"
"839" "SMC-SC7" 4007 "B" "B2" 3.7411 "./data/SMC-SC7-4007.dat.gz"
"840" "SMC-SC6" 296772 "B" "B2" 1.98685 "./data/SMC-SC6-296772.dat.gz"
"841" "SMC-SC6" 324260 "B" "B2" 1.26547 "./data/SMC-SC6-324260.dat.gz"
"842" "SMC-SC7" 66328 "B" "B2" 1.2655 "./data/SMC-SC7-66328.dat.gz"
"843" "SMC-SC6" 306527 "B" "B2" 2.76861 "./data/SMC-SC6-306527.dat.gz"
"844" "SMC-SC7" 47166 "B" "B3" 2.76862 "./data/SMC-SC7-47166.dat.gz"
"845" "SMC-SC7" 4123 "B" "B2" 1.1651 "./data/SMC-SC7-4123.dat.gz"
"846" "SMC-SC6" 263687 "B" "B2" 1.16506 "./data/SMC-SC6-263687.dat.gz"
"847" "SMC-SC7" 70923 "B" "B2" 1.18232 "./data/SMC-SC7-70923.dat.gz"
"848" "SMC-SC6" 306636 "B" "B2" 1.49391 "./data/SMC-SC6-306636.dat.gz"
"849" "SMC-SC7" 47253 "B" "B2" 1.49393 "./data/SMC-SC7-47253.dat.gz"
"850" "SMC-SC6" 324270 "B" "B2" 1.97277 "./data/SMC-SC6-324270.dat.gz"
"851" "SMC-SC7" 66246 "B" "B2" 1.97257 "./data/SMC-SC7-66246.dat.gz"
"852" "SMC-SC6" 255369 "B" "B2" 2.09717 "./data/SMC-SC6-255369.dat.gz"
"853" "SMC-SC7" 47319 "B" "B2" 1.28059 "./data/SMC-SC7-47319.dat.gz"
"854" "SMC-SC7" 22893 "B" "B2" 2.97419 "./data/SMC-SC7-22893.dat.gz"
"855" "SMC-SC7" 42249 "B" "B2" 1.84688 "./data/SMC-SC7-42249.dat.gz"
"856" "SMC-SC7" 23088 "B" "B2" 1.23843 "./data/SMC-SC7-23088.dat.gz"
"857" "SMC-SC7" 70819 "B" "B1" 2.87953 "./data/SMC-SC7-70819.dat.gz"
"858" "SMC-SC7" 13613 "B" "B1" 1.73612 "./data/SMC-SC7-13613.dat.gz"
"859" "SMC-SC7" 13437 "A" "A2" 32.0014 "./data/SMC-SC7-13437.dat.gz"
"860" "SMC-SC7" 18289 "B" "B2" 2.04436 "./data/SMC-SC7-18289.dat.gz"
"861" "SMC-SC7" 27663 "B" "B1" 2.55115 "./data/SMC-SC7-27663.dat.gz"
"862" "SMC-SC7" 70834 "B" "B1" 4.91658 "./data/SMC-SC7-70834.dat.gz"
"863" "SMC-SC7" 4053 "B" "B1" 2.76925 "./data/SMC-SC7-4053.dat.gz"
"864" "SMC-SC7" 4004 "B" "B3" 3.59802 "./data/SMC-SC7-4004.dat.gz"
"865" "SMC-SC7" 66516 "B" "B2" 1.0768 "./data/SMC-SC7-66516.dat.gz"
"866" "SMC-SC7" 13488 "B" "B1" 2.33266 "./data/SMC-SC7-13488.dat.gz"
"867" "SMC-SC7" 61719 "B" "B1" 2.02151 "./data/SMC-SC7-61719.dat.gz"
"868" "SMC-SC7" 37391 "B" "B2" 1.50808 "./data/SMC-SC7-37391.dat.gz"
"869" "SMC-SC7" 66215 "B" "B2" 1.41175 "./data/SMC-SC7-66215.dat.gz"
"870" "SMC-SC7" 61749 "B" "B2" 1.48231 "./data/SMC-SC7-61749.dat.gz"
"871" "SMC-SC7" 32474 "B" "B2" 1.19187 "./data/SMC-SC7-32474.dat.gz"
"872" "SMC-SC7" 61752 "B" "B1" 2.76903 "./data/SMC-SC7-61752.dat.gz"
"873" "SMC-SC7" 22852 "C" "C1" 11.3985 "./data/SMC-SC7-22852.dat.gz"
"874" "SMC-SC7" 13604 "B" "B2" 1.39293 "./data/SMC-SC7-13604.dat.gz"
"875" "SMC-SC7" 52381 "B" "B2" 1.63574 "./data/SMC-SC7-52381.dat.gz"
"876" "SMC-SC7" 70849 "B" "B2" 2.64733 "./data/SMC-SC7-70849.dat.gz"
"877" "SMC-SC7" 13450 "B" "B1" 5.20076 "./data/SMC-SC7-13450.dat.gz"
"878" "SMC-SC7" 8770 "B" "B2" 1.40426 "./data/SMC-SC7-8770.dat.gz"
"879" "SMC-SC7" 13467 "B" "B1" 5.25001 "./data/SMC-SC7-13467.dat.gz"
"880" "SMC-SC7" 4102 "B" "B2" 1.49166 "./data/SMC-SC7-4102.dat.gz"
"881" "SMC-SC7" 42124 "B" "B1" 3.97026 "./data/SMC-SC7-42124.dat.gz"
"882" "SMC-SC7" 47098 "B" "B1" 32.7263 "./data/SMC-SC7-47098.dat.gz"
"883" "SMC-SC7" 28 "B" "B1" 3.32496 "./data/SMC-SC7-28.dat.gz"
"884" "SMC-SC7" 22956 "B" "B2" 1.41991 "./data/SMC-SC7-22956.dat.gz"
"885" "SMC-SC7" 8802 "B" "B2" 1.1221 "./data/SMC-SC7-8802.dat.gz"
"886" "SMC-SC7" 61883 "B" "B2" 1.35362 "./data/SMC-SC7-61883.dat.gz"
"887" "SMC-SC7" 4023 "B" "B2" 3.05764 "./data/SMC-SC7-4023.dat.gz"
"888" "SMC-SC7" 4052 "B" "B2" 1.53988 "./data/SMC-SC7-4052.dat.gz"
"889" "SMC-SC7" 52343 "B" "B2" 1.65837 "./data/SMC-SC7-52343.dat.gz"
"890" "SMC-SC7" 18266 "B" "B2" 2.54741 "./data/SMC-SC7-18266.dat.gz"
"891" "SMC-SC7" 57128 "B" "B2" 2.51777 "./data/SMC-SC7-57128.dat.gz"
"892" "SMC-SC7" 52269 "B" "B1" 3.01736 "./data/SMC-SC7-52269.dat.gz"
"893" "SMC-SC7" 66231 "B" "B1" 1.72171 "./data/SMC-SC7-66231.dat.gz"
"894" "SMC-SC7" 110156 "B" "B2" 1.96168 "./data/SMC-SC7-110156.dat.gz"
"895" "SMC-SC7" 87243 "B" "B2" 1.26329 "./data/SMC-SC7-87243.dat.gz"
"896" "SMC-SC7" 100687 "B" "B2" 1.51778 "./data/SMC-SC7-100687.dat.gz"
"897" "SMC-SC7" 120090 "B" "B2" 1.59513 "./data/SMC-SC7-120090.dat.gz"
"898" "SMC-SC7" 115298 "B" "B2" 1.49121 "./data/SMC-SC7-115298.dat.gz"
"899" "SMC-SC7" 137610 "A" "A1" 2.38418 "./data/SMC-SC7-137610.dat.gz"
"900" "SMC-SC7" 124773 "B" "B1" 5.23377 "./data/SMC-SC7-124773.dat.gz"
"901" "SMC-SC7" 79122 "B" "B1" 2.58383 "./data/SMC-SC7-79122.dat.gz"
"902" "SMC-SC7" 110210 "B" "B2" 2.1429 "./data/SMC-SC7-110210.dat.gz"
"903" "SMC-SC7" 124764 "B" "B1" 5.32395 "./data/SMC-SC7-124764.dat.gz"
"904" "SMC-SC7" 137711 "B" "B1" 1.37955 "./data/SMC-SC7-137711.dat.gz"
"905" "SMC-SC7" 120060 "B" "B2" 1.42302 "./data/SMC-SC7-120060.dat.gz"
"906" "SMC-SC7" 110274 "B" "B2" 1.31739 "./data/SMC-SC7-110274.dat.gz"
"907" "SMC-SC7" 95897 "B" "B1" 3.97238 "./data/SMC-SC7-95897.dat.gz"
"908" "SMC-SC7" 115375 "B" "B2" 1.61143 "./data/SMC-SC7-115375.dat.gz"
"909" "SMC-SC7" 105179 "B" "B1" 1.75869 "./data/SMC-SC7-105179.dat.gz"
"910" "SMC-SC7" 115157 "B" "B2" 4.66685 "./data/SMC-SC7-115157.dat.gz"
"911" "SMC-SC7" 129111 "B" "B1" 1.77877 "./data/SMC-SC7-129111.dat.gz"
"912" "SMC-SC7" 91592 "B" "B2" 1.45534 "./data/SMC-SC7-91592.dat.gz"
"913" "SMC-SC7" 110251 "B" "B2" 1.70804 "./data/SMC-SC7-110251.dat.gz"
"914" "SMC-SC7" 142115 "C" "C1" 1.4235 "./data/SMC-SC7-142115.dat.gz"
"915" "SMC-SC7" 120013 "A" "A1" 9.76207 "./data/SMC-SC7-120013.dat.gz"
"916" "SMC-SC7" 95926 "B" "B1" 2.33097 "./data/SMC-SC7-95926.dat.gz"
"917" "SMC-SC7" 110088 "C" "C1" 6.0928 "./data/SMC-SC7-110088.dat.gz"
"918" "SMC-SC7" 83055 "B" "B1" 3.32772 "./data/SMC-SC7-83055.dat.gz"
"919" "SMC-SC7" 75193 "B" "B2" 1.74057 "./data/SMC-SC7-75193.dat.gz"
"920" "SMC-SC7" 129184 "B" "B2" 1.11511 "./data/SMC-SC7-129184.dat.gz"
"921" "SMC-SC7" 137638 "B" "B2" 1.49902 "./data/SMC-SC7-137638.dat.gz"
"922" "SMC-SC7" 120029 "B" "B1" 4.25255 "./data/SMC-SC7-120029.dat.gz"
"923" "SMC-SC7" 91475 "B" "B1" 3.5197 "./data/SMC-SC7-91475.dat.gz"
"924" "SMC-SC7" 83058 "B" "B1" 1.52826 "./data/SMC-SC7-83058.dat.gz"
"925" "SMC-SC7" 133503 "B" "B2" 1.18686 "./data/SMC-SC7-133503.dat.gz"
"926" "SMC-SC7" 75282 "B" "B1" 1.42899 "./data/SMC-SC7-75282.dat.gz"
"927" "SMC-SC7" 75301 "B" "B2" 1.40816 "./data/SMC-SC7-75301.dat.gz"
"928" "SMC-SC7" 75202 "B" "B1" 2.7412 "./data/SMC-SC7-75202.dat.gz"
"929" "SMC-SC7" 120110 "B" "B2" 1.90662 "./data/SMC-SC7-120110.dat.gz"
"930" "SMC-SC7" 129128 "B" "B1" 1.78138 "./data/SMC-SC7-129128.dat.gz"
"931" "SMC-SC7" 120103 "B" "B2" 1.73583 "./data/SMC-SC7-120103.dat.gz"
"932" "SMC-SC7" 124939 "B" "B2" 1.38824 "./data/SMC-SC7-124939.dat.gz"
"933" "SMC-SC7" 75186 "B" "B3" 5.10628 "./data/SMC-SC7-75186.dat.gz"
"934" "SMC-SC7" 120064 "B" "B2" 1.86045 "./data/SMC-SC7-120064.dat.gz"
"935" "SMC-SC7" 168755 "B" "B2" 1.82033 "./data/SMC-SC7-168755.dat.gz"
"936" "SMC-SC7" 185600 "B" "B1" 2.07699 "./data/SMC-SC7-185600.dat.gz"
"937" "SMC-SC7" 149366 "B" "B2" 1.37572 "./data/SMC-SC7-149366.dat.gz"
"938" "SMC-SC7" 152986 "B" "B1" 1.46247 "./data/SMC-SC7-152986.dat.gz"
"939" "SMC-SC7" 152933 "B" "B2" 2.55837 "./data/SMC-SC7-152933.dat.gz"
"940" "SMC-SC7" 160536 "B" "B2" 1.35534 "./data/SMC-SC7-160536.dat.gz"
"941" "SMC-SC7" 164713 "B" "B1" 3.21365 "./data/SMC-SC7-164713.dat.gz"
"942" "SMC-SC7" 193899 "B" "B2" 1.81813 "./data/SMC-SC7-193899.dat.gz"
"943" "SMC-SC7" 177230 "B" "B2" 1.15588 "./data/SMC-SC7-177230.dat.gz"
"944" "SMC-SC7" 172957 "B" "B3" 1.27999 "./data/SMC-SC7-172957.dat.gz"
"945" "SMC-SC7" 206239 "B" "B2" 1.19347 "./data/SMC-SC7-206239.dat.gz"
"946" "SMC-SC7" 177304 "B" "B2" 1.63262 "./data/SMC-SC7-177304.dat.gz"
"947" "SMC-SC7" 189703 "B" "B2" 1.72748 "./data/SMC-SC7-189703.dat.gz"
"948" "SMC-SC7" 197733 "B" "B1" 1.27154 "./data/SMC-SC7-197733.dat.gz"
"949" "SMC-SC7" 177250 "B" "B2" 1.50538 "./data/SMC-SC7-177250.dat.gz"
"950" "SMC-SC7" 146283 "B" "B2" 1.43708 "./data/SMC-SC7-146283.dat.gz"
"951" "SMC-SC7" 177149 "B" "B1" 4.85771 "./data/SMC-SC7-177149.dat.gz"
"952" "SMC-SC7" 152977 "B" "B1" 1.32787 "./data/SMC-SC7-152977.dat.gz"
"953" "SMC-SC7" 172829 "B" "B1" 2.39674 "./data/SMC-SC7-172829.dat.gz"
"954" "SMC-SC7" 205912 "B" "B1" 6.84443 "./data/SMC-SC7-205912.dat.gz"
"955" "SMC-SC7" 185702 "B" "B2" 1.49531 "./data/SMC-SC7-185702.dat.gz"
"956" "SMC-SC7" 189793 "B" "B2" 1.43404 "./data/SMC-SC7-189793.dat.gz"
"957" "SMC-SC7" 185633 "B" "B2" 1.67924 "./data/SMC-SC7-185633.dat.gz"
"958" "SMC-SC7" 160442 "A" "A1" 5.36135 "./data/SMC-SC7-160442.dat.gz"
"959" "SMC-SC7" 164672 "B" "B1" 4.67224 "./data/SMC-SC7-164672.dat.gz"
"960" "SMC-SC7" 201689 "B" "B1" 3.48527 "./data/SMC-SC7-201689.dat.gz"
"961" "SMC-SC7" 177218 "B" "B2" 1.41443 "./data/SMC-SC7-177218.dat.gz"
"962" "SMC-SC7" 177183 "B" "B2" 3.63422 "./data/SMC-SC7-177183.dat.gz"
"963" "SMC-SC7" 189656 "B" "B3" 1.73804 "./data/SMC-SC7-189656.dat.gz"
"964" "SMC-SC7" 168740 "B" "B2" 2.9768 "./data/SMC-SC7-168740.dat.gz"
"965" "SMC-SC7" 197659 "B" "B1" 3.06827 "./data/SMC-SC7-197659.dat.gz"
"966" "SMC-SC7" 172849 "B" "B1" 3.93464 "./data/SMC-SC7-172849.dat.gz"
"967" "SMC-SC7" 201680 "B" "B2" 2.314 "./data/SMC-SC7-201680.dat.gz"
"968" "SMC-SC7" 193786 "B" "B2" 2.00333 "./data/SMC-SC7-193786.dat.gz"
"969" "SMC-SC7" 197637 "B" "B1" 3.6056 "./data/SMC-SC7-197637.dat.gz"
"970" "SMC-SC7" 185683 "B" "B2" 2.2346 "./data/SMC-SC7-185683.dat.gz"
"971" "SMC-SC7" 217999 "B" "B2" 1.47214 "./data/SMC-SC7-217999.dat.gz"
"972" "SMC-SC7" 251730 "B" "B2" 1.59821 "./data/SMC-SC7-251730.dat.gz"
"973" "SMC-SC7" 236081 "B" "B2" 2.5122 "./data/SMC-SC7-236081.dat.gz"
"974" "SMC-SC7" 217829 "B" "B2" 5.17192 "./data/SMC-SC7-217829.dat.gz"
"975" "SMC-SC7" 236063 "B" "B1" 3.77613 "./data/SMC-SC7-236063.dat.gz"
"976" "SMC-SC7" 240083 "C" "C1" 10.757 "./data/SMC-SC7-240083.dat.gz"
"977" "SMC-SC7" 243942 "B" "B2" 2.02959 "./data/SMC-SC7-243942.dat.gz"
"978" "SMC-SC7" 263184 "B" "B2" 1.37877 "./data/SMC-SC7-263184.dat.gz"
"979" "SMC-SC7" 211234 "B" "B2" 1.53909 "./data/SMC-SC7-211234.dat.gz"
"980" "SMC-SC7" 217985 "B" "B2" 1.94458 "./data/SMC-SC7-217985.dat.gz"
"981" "SMC-SC7" 247708 "C" "C1" 5.67861 "./data/SMC-SC7-247708.dat.gz"
"982" "SMC-SC7" 251741 "B" "B1" 1.77782 "./data/SMC-SC7-251741.dat.gz"
"983" "SMC-SC7" 221282 "B" "B1" 1.86095 "./data/SMC-SC7-221282.dat.gz"
"984" "SMC-SC7" 255575 "B" "B1" 3.82554 "./data/SMC-SC7-255575.dat.gz"
"985" "SMC-SC7" 224683 "C" "C1" 6.37184 "./data/SMC-SC7-224683.dat.gz"
"986" "SMC-SC7" 232317 "B" "B2" 1.52583 "./data/SMC-SC7-232317.dat.gz"
"987" "SMC-SC7" 236366 "C" "C1" 1.14305 "./data/SMC-SC7-236366.dat.gz"
"988" "SMC-SC7" 228372 "B" "B2" 1.5198 "./data/SMC-SC7-228372.dat.gz"
"989" "SMC-SC7" 224782 "B" "B2" 1.08946 "./data/SMC-SC7-224782.dat.gz"
"990" "SMC-SC8" 139 "B" "B2" 1.08948 "./data/SMC-SC8-139.dat.gz"
"991" "SMC-SC7" 228278 "B" "B1" 3.71822 "./data/SMC-SC7-228278.dat.gz"
"992" "SMC-SC8" 3751 "B" "B2" 3.71765 "./data/SMC-SC8-3751.dat.gz"
"993" "SMC-SC7" 259491 "B" "B1" 2.24218 "./data/SMC-SC7-259491.dat.gz"
"994" "SMC-SC8" 35110 "B" "B1" 2.24219 "./data/SMC-SC8-35110.dat.gz"
"995" "SMC-SC7" 224758 "B" "B2" 1.50098 "./data/SMC-SC7-224758.dat.gz"
"996" "SMC-SC8" 118 "B" "B2" 1.50099 "./data/SMC-SC8-118.dat.gz"
"997" "SMC-SC7" 217862 "B" "B2" 3.37165 "./data/SMC-SC7-217862.dat.gz"
"998" "SMC-SC7" 224699 "B" "B1" 2.14465 "./data/SMC-SC7-224699.dat.gz"
"999" "SMC-SC8" 42 "B" "B1" 2.1446 "./data/SMC-SC8-42.dat.gz"
"1000" "SMC-SC7" 247728 "B" "B1" 2.32072 "./data/SMC-SC7-247728.dat.gz"
"1001" "SMC-SC7" 263129 "B" "B2" 1.4929 "./data/SMC-SC7-263129.dat.gz"
"1002" "SMC-SC8" 38862 "B" "B2" 1.49288 "./data/SMC-SC8-38862.dat.gz"
"1003" "SMC-SC7" 247700 "C" "C1" 6.06983 "./data/SMC-SC7-247700.dat.gz"
"1004" "SMC-SC8" 22366 "C" "C1" 6.06943 "./data/SMC-SC8-22366.dat.gz"
"1005" "SMC-SC7" 217946 "B" "B2" 1.42564 "./data/SMC-SC7-217946.dat.gz"
"1006" "SMC-SC7" 232190 "B" "B1" 4.89881 "./data/SMC-SC7-232190.dat.gz"
"1007" "SMC-SC8" 7594 "B" "B1" 4.89881 "./data/SMC-SC8-7594.dat.gz"
"1008" "SMC-SC8" 26294 "B" "B2" 3.97394 "./data/SMC-SC8-26294.dat.gz"
"1009" "SMC-SC8" 11456 "B" "B1" 4.41226 "./data/SMC-SC8-11456.dat.gz"
"1010" "SMC-SC8" 34991 "B" "B1" 4.98517 "./data/SMC-SC8-34991.dat.gz"
"1011" "SMC-SC8" 22445 "B" "B2" 1.74936 "./data/SMC-SC8-22445.dat.gz"
"1012" "SMC-SC8" 38877 "B" "B3" 1.36587 "./data/SMC-SC8-38877.dat.gz"
"1013" "SMC-SC8" 52 "B" "B3" 1.77563 "./data/SMC-SC8-52.dat.gz"
"1014" "SMC-SC8" 22437 "B" "B2" 1.45389 "./data/SMC-SC8-22437.dat.gz"
"1015" "SMC-SC8" 52808 "C" "C1" 12.6243 "./data/SMC-SC8-52808.dat.gz"
"1016" "SMC-SC8" 56339 "A" "A1" 6.69184 "./data/SMC-SC8-56339.dat.gz"
"1017" "SMC-SC8" 18868 "B" "B1" 4.56166 "./data/SMC-SC8-18868.dat.gz"
"1018" "SMC-SC8" 46102 "B" "B2" 1.93799 "./data/SMC-SC8-46102.dat.gz"
"1019" "SMC-SC8" 46067 "B" "B1" 33.0497 "./data/SMC-SC8-46067.dat.gz"
"1020" "SMC-SC8" 136 "B" "B2" 1.55141 "./data/SMC-SC8-136.dat.gz"
"1021" "SMC-SC8" 42488 "B" "B1" 2.51916 "./data/SMC-SC8-42488.dat.gz"
"1022" "SMC-SC8" 42513 "B" "B2" 1.79638 "./data/SMC-SC8-42513.dat.gz"
"1023" "SMC-SC8" 56324 "B" "B1" 3.55247 "./data/SMC-SC8-56324.dat.gz"
"1024" "SMC-SC8" 18969 "B" "B3" 1.52599 "./data/SMC-SC8-18969.dat.gz"
"1025" "SMC-SC8" 52849 "B" "B1" 1.65693 "./data/SMC-SC8-52849.dat.gz"
"1026" "SMC-SC8" 26393 "B" "B2" 1.80677 "./data/SMC-SC8-26393.dat.gz"
"1027" "SMC-SC8" 26296 "B" "B1" 4.76961 "./data/SMC-SC8-26296.dat.gz"
"1028" "SMC-SC8" 3911 "B" "B2" 1.53224 "./data/SMC-SC8-3911.dat.gz"
"1029" "SMC-SC8" 7605 "B" "B2" 2.81299 "./data/SMC-SC8-7605.dat.gz"
"1030" "SMC-SC8" 7628 "B" "B2" 1.60207 "./data/SMC-SC8-7628.dat.gz"
"1031" "SMC-SC8" 56389 "B" "B2" 1.55367 "./data/SMC-SC8-56389.dat.gz"
"1032" "SMC-SC8" 69551 "B" "B2" 1.77744 "./data/SMC-SC8-69551.dat.gz"
"1033" "SMC-SC8" 101086 "B" "B2" 1.2232 "./data/SMC-SC8-101086.dat.gz"
"1034" "SMC-SC8" 107264 "A" "A1" 8.62738 "./data/SMC-SC8-107264.dat.gz"
"1035" "SMC-SC8" 69479 "C" "C1" 7.50052 "./data/SMC-SC8-69479.dat.gz"
"1036" "SMC-SC8" 83189 "B" "B2" 1.39719 "./data/SMC-SC8-83189.dat.gz"
"1037" "SMC-SC8" 104160 "C" "C1" 7.93527 "./data/SMC-SC8-104160.dat.gz"
"1038" "SMC-SC8" 90993 "B" "B1" 2.1076 "./data/SMC-SC8-90993.dat.gz"
"1039" "SMC-SC8" 97880 "B" "B1" 4.28936 "./data/SMC-SC8-97880.dat.gz"
"1040" "SMC-SC8" 66190 "B" "B2" 1.32766 "./data/SMC-SC8-66190.dat.gz"
"1041" "SMC-SC8" 91029 "B" "B2" 1.86002 "./data/SMC-SC8-91029.dat.gz"
"1042" "SMC-SC8" 97862 "C" "C1" 14.7146 "./data/SMC-SC8-97862.dat.gz"
"1043" "SMC-SC8" 76185 "B" "B2" 1.88747 "./data/SMC-SC8-76185.dat.gz"
"1044" "SMC-SC8" 107292 "B" "B1" 2.33226 "./data/SMC-SC8-107292.dat.gz"
"1045" "SMC-SC8" 59306 "C" "C1" 1.72672 "./data/SMC-SC8-59306.dat.gz"
"1046" "SMC-SC8" 66192 "B" "B2" 1.58862 "./data/SMC-SC8-66192.dat.gz"
"1047" "SMC-SC8" 110269 "B" "B2" 1.6366 "./data/SMC-SC8-110269.dat.gz"
"1048" "SMC-SC8" 69627 "B" "B2" 1.6804 "./data/SMC-SC8-69627.dat.gz"
"1049" "SMC-SC8" 101006 "B" "B1" 4.87674 "./data/SMC-SC8-101006.dat.gz"
"1050" "SMC-SC8" 62753 "B" "B1" 3.05654 "./data/SMC-SC8-62753.dat.gz"
"1051" "SMC-SC8" 59382 "B" "B2" 1.11731 "./data/SMC-SC8-59382.dat.gz"
"1052" "SMC-SC8" 69494 "B" "B1" 2.66715 "./data/SMC-SC8-69494.dat.gz"
"1053" "SMC-SC8" 72906 "C" "C1" 6.80999 "./data/SMC-SC8-72906.dat.gz"
"1054" "SMC-SC8" 83110 "B" "B1" 3.74974 "./data/SMC-SC8-83110.dat.gz"
"1055" "SMC-SC8" 59377 "B" "B2" 1.34359 "./data/SMC-SC8-59377.dat.gz"
"1056" "SMC-SC8" 62777 "B" "B1" 2.41448 "./data/SMC-SC8-62777.dat.gz"
"1057" "SMC-SC8" 90960 "B" "B1" 38.0737 "./data/SMC-SC8-90960.dat.gz"
"1058" "SMC-SC8" 69485 "B" "B2" 3.21415 "./data/SMC-SC8-69485.dat.gz"
"1059" "SMC-SC8" 136029 "B" "B2" 1.34622 "./data/SMC-SC8-136029.dat.gz"
"1060" "SMC-SC8" 113100 "B" "B1" 3.96293 "./data/SMC-SC8-113100.dat.gz"
"1061" "SMC-SC8" 122825 "B" "B2" 1.4713 "./data/SMC-SC8-122825.dat.gz"
"1062" "SMC-SC8" 116201 "C" "C1" 8.68274 "./data/SMC-SC8-116201.dat.gz"
"1063" "SMC-SC8" 142995 "B" "B2" 1.09194 "./data/SMC-SC8-142995.dat.gz"
"1064" "SMC-SC8" 129165 "B" "B1" 2.9115 "./data/SMC-SC8-129165.dat.gz"
"1065" "SMC-SC8" 113219 "B" "B2" 1.10687 "./data/SMC-SC8-113219.dat.gz"
"1066" "SMC-SC8" 148912 "B" "B2" 1.49178 "./data/SMC-SC8-148912.dat.gz"
"1067" "SMC-SC8" 125941 "C" "C1" 8.87228 "./data/SMC-SC8-125941.dat.gz"
"1068" "SMC-SC8" 119495 "B" "B1" 2.16101 "./data/SMC-SC8-119495.dat.gz"
"1069" "SMC-SC8" 155062 "B" "B2" 1.22898 "./data/SMC-SC8-155062.dat.gz"
"1070" "SMC-SC8" 116206 "B" "B3" 3.73334 "./data/SMC-SC8-116206.dat.gz"
"1071" "SMC-SC8" 157870 "B" "B1" 2.01866 "./data/SMC-SC8-157870.dat.gz"
"1072" "SMC-SC8" 139531 "B" "B1" 1.67514 "./data/SMC-SC8-139531.dat.gz"
"1073" "SMC-SC8" 126033 "B" "B2" 1.88434 "./data/SMC-SC8-126033.dat.gz"
"1074" "SMC-SC8" 139427 "B" "B1" 3.86066 "./data/SMC-SC8-139427.dat.gz"
"1075" "SMC-SC8" 125993 "B" "B2" 4.07921 "./data/SMC-SC8-125993.dat.gz"
"1076" "SMC-SC8" 122854 "B" "B2" 1.65836 "./data/SMC-SC8-122854.dat.gz"
"1077" "SMC-SC8" 139471 "B" "B2" 1.7964 "./data/SMC-SC8-139471.dat.gz"
"1078" "SMC-SC8" 122804 "B" "B2" 3.91436 "./data/SMC-SC8-122804.dat.gz"
"1079" "SMC-SC8" 136024 "B" "B1" 2.03811 "./data/SMC-SC8-136024.dat.gz"
"1080" "SMC-SC8" 142809 "B" "B2" 1.59551 "./data/SMC-SC8-142809.dat.gz"
"1081" "SMC-SC8" 113222 "B" "B2" 1.40778 "./data/SMC-SC8-113222.dat.gz"
"1082" "SMC-SC8" 142783 "B" "B1" 3.66612 "./data/SMC-SC8-142783.dat.gz"
"1083" "SMC-SC8" 151902 "B" "B2" 2.9345 "./data/SMC-SC8-151902.dat.gz"
"1084" "SMC-SC8" 129216 "B" "B1" 2.27956 "./data/SMC-SC8-129216.dat.gz"
"1085" "SMC-SC8" 157848 "B" "B1" 5.46944 "./data/SMC-SC8-157848.dat.gz"
"1086" "SMC-SC8" 146015 "B" "B2" 1.62505 "./data/SMC-SC8-146015.dat.gz"
"1087" "SMC-SC8" 183241 "B" "B2" 7.75468 "./data/SMC-SC8-183241.dat.gz"
"1088" "SMC-SC8" 166910 "B" "B2" 1.21368 "./data/SMC-SC8-166910.dat.gz"
"1089" "SMC-SC8" 176775 "C" "C1" 7.95057 "./data/SMC-SC8-176775.dat.gz"
"1090" "SMC-SC8" 209997 "B" "B2" 2.89052 "./data/SMC-SC8-209997.dat.gz"
"1091" "SMC-SC8" 163532 "B" "B2" 1.25784 "./data/SMC-SC8-163532.dat.gz"
"1092" "SMC-SC8" 186710 "B" "B2" 1.54028 "./data/SMC-SC8-186710.dat.gz"
"1093" "SMC-SC8" 207589 "B" "B2" 1.02656 "./data/SMC-SC8-207589.dat.gz"
"1094" "SMC-SC8" 189799 "B" "B1" 3.13166 "./data/SMC-SC8-189799.dat.gz"
"1095" "SMC-SC8" 195853 "B" "B1" 2.0023 "./data/SMC-SC8-195853.dat.gz"
